word,meaning,proposed_domain,confidence,reason
"reduction","减少；下降；缩小；还原反应 | 减少， 缩小； 下降， 降低","expression","0.2","keyword rule did not produce a confident match"
"extent","广度； 范围； 程度 | 广度； 范围； 程度 (n.)","control","0.2","keyword rule did not produce a confident match"
"equivalent","相等的，等量的 | 相等物， 等价物 | 等价的，相等的；同意义的 | 等价物，相等物 | 相等的，等量的 (adj.) | 相等物， 等价物 (n.)","judgment","0.2","keyword rule did not produce a confident match"
"gaol","监禁 | 监狱","quantity","0.2","keyword rule did not produce a confident match"
"conversely","相反","judgment","0.2","keyword rule did not produce a confident match"
"fascinate","有吸引力， 迷人 | 迷住，强烈吸引 | 强烈地吸引， 迷住 (vt.)","judgment","0.2","keyword rule did not produce a confident match"
"giant","巨大的 | 巨人，巨物；才智超群的人","change","0.2","keyword rule did not produce a confident match"
"fluid","流动的 | 流体，液体","control","0.2","keyword rule did not produce a confident match"
"outlet","出口，排放孔；[电] 电源插座；销路；发泄的方法；批发商店 | 出口， 出路； 发泄途径","economy","0.2","keyword rule did not produce a confident match"
"neglect","疏于照料；疏忽 | 疏忽 | 忽视， 忽略； 疏忽 (n&vt.)","judgment","0.2","keyword rule did not produce a confident match"
"gang","聚集， 结成一伙 | 一帮，一伙","action","0.2","keyword rule did not produce a confident match"
"textile","纺织的 | 纺织品 | 纺织品；纺织业","quantity","0.2","keyword rule did not produce a confident match"
"interpretation","解释； 口译； 艺术处理","control","0.2","keyword rule did not produce a confident match"
"ax","斧子","expression","0.2","keyword rule did not produce a confident match"
"intermediate","中间的； 中级的","change","0.2","keyword rule did not produce a confident match"
"competitive","竞争的， 比赛的； 好竞争的， 求胜心切的； 有竞争力的 | 竞争的， 比赛的； 好竞争的， 求胜心切的； 有竞争力的 (adj.)","action","0.2","keyword rule did not produce a confident match"
"frank","坦白的， 直率的","relation","0.2","keyword rule did not produce a confident match"
"scheme","计划；组合；体制；诡计 | 搞阴谋；拟订计划 | 密谋， 策划 | 计划，方案；阴谋 | 密谋， 策划 (v.) | 计划，方案；阴谋 (n.)","action","0.2","keyword rule did not produce a confident match"
"consequently","因此， 因而， 所以 | 因此， 因而， 所以 (adv.)","relation","0.2","keyword rule did not produce a confident match"
"drain","排去，放水 | 耗竭； 排水沟， 排水管 | 慢慢减少 (vi.) | 排去，放水；渐渐耗尽 (vt.) | 耗竭； 排水沟， 排水管 (n.)","time","0.2","keyword rule did not produce a confident match"
"inward","向内 | 里面的；内心的","economy","0.2","keyword rule did not produce a confident match"
"enquire","询问","action","0.2","keyword rule did not produce a confident match"
"subsequent","随后的， 后来的 | 随后的， 后来的 (adj.)","quantity","0.2","keyword rule did not produce a confident match"
"scarcely","几乎不， 简直不； 决不； 刚刚， 才","relation","0.2","keyword rule did not produce a confident match"
"panel","仪表板；嵌板；座谈小组，全体陪审员 | 嵌镶板 | 专门小组； 面， 板； 控制板， 仪表盘","cognition","0.2","keyword rule did not produce a confident match"
"column","柱， 支柱， 圆柱； 纵队； 栏， 专栏","judgment","0.2","keyword rule did not produce a confident match"
"sample","取样；尝试；抽样检查 | 样品；样本；例子 | 试样的，样品的；作为例子的 | 样品，试样，样本 | 从…抽样； 品尝， 体验 | 样品，试样，样本 (n.) | 从…抽样； 品尝， 体验 (vt.)","judgment","0.2","keyword rule did not produce a confident match"
"integrate","使…完整；使…成整体；求…的积分；表示…的总和 | 整合的；完全的 | 一体化；集成体 | 合并， 成为一体 | 成为一体， 合并","change","0.2","keyword rule did not produce a confident match"
"survivor","生还者； 残存物","cognition","0.2","keyword rule did not produce a confident match"
"tropical","热带的； 炎热的","time","0.2","keyword rule did not produce a confident match"
"plunge","纵身投入， 猛冲； 猛跌 | 纵身投入， 猛冲， 猛跌 (n&v.)","change","0.2","keyword rule did not produce a confident match"
"diagnose","诊断； 判断 | 诊断 | 诊断； 判断 (vt.)","relation","0.2","keyword rule did not produce a confident match"
"somewhat","几分；某物 | 有点；多少；几分；稍微 | 有点儿 | 一点儿","society","0.2","keyword rule did not produce a confident match"
"earnest","认真的，热心的；重要的 | 认真；定金；诚挚 | 认真的， 诚恳的","time","0.2","keyword rule did not produce a confident match"
"essential","基本的；必要的；本质的；精华的 | 本质；要素；要点；必需品 | 必要的；本质的 | 要素； 必需品 | 必要的，本质的 (adj.) | 要素； 必需品 (n.)","society","0.2","keyword rule did not produce a confident match"
"furnace","炉子， 熔炉， 鼓风炉","society","0.2","keyword rule did not produce a confident match"
"ditch","沟， 沟渠， 渠道","society","0.2","keyword rule did not produce a confident match"
"deck","甲板， 舱面； 层面","quantity","0.2","keyword rule did not produce a confident match"
"furnish","提供；供应；装备 | 供应， 提供； 装备 | 供应， 提供； 装备 (vt.)","quantity","0.2","keyword rule did not produce a confident match"
"bet","打赌，赌注；被打赌的事物 | 打赌；敢断定，确信 | 打赌；敢说，确信 | 打赌； 赌金， 赌注","change","0.2","keyword rule did not produce a confident match"
"discharge","释放， 排出； 卸货 | 释放， 放电 | 释放，排出；卸货 (v.) | 释放， 放电 (n.)","relation","0.2","keyword rule did not produce a confident match"
"exclude","把…排除在外 | 把…排除在外 (vt.)","relation","0.2","keyword rule did not produce a confident match"
"criticism","批评， 批判； 评论， 评论文章 | 批评， 批判； 评论， 评论文章 (n.)","state","0.2","keyword rule did not produce a confident match"
"utmost","最远的 | 极限 | 最远的 (adj.) | 极限 (n.)","cognition","0.2","keyword rule did not produce a confident match"
"image","影像；想象；肖像；偶像 | 想象；反映；象征；作…的像 | 像； 形象； 映像； 形象的描述","quantity","0.2","keyword rule did not produce a confident match"
"consultancy","咨询公司 | 顾问； 顾问服务公司 (n.)","change","0.2","keyword rule did not produce a confident match"
"ribbon","缎带， 丝带； 色带","cognition","0.2","keyword rule did not produce a confident match"
"complain","抱怨， 诉苦； 控告， 投诉 | 抱怨， 诉苦； 控告， 投诉 (vi.)","quantity","0.2","keyword rule did not produce a confident match"
"homogeneous","同种类的， 同性质的， 有相同特征的 | 同种类的， 同性质的， 有相同特征的 (adj.)","action","0.2","keyword rule did not produce a confident match"
"popularize","普及","state","0.2","keyword rule did not produce a confident match"
"necessity","必需品； 必要性， 需要","quantity","0.2","keyword rule did not produce a confident match"
"frame","框架，框子，构架 | 给…镶框； 陷害， 诬告； 制定； 表达","state","0.2","keyword rule did not produce a confident match"
"industrialize","工业化","quantity","0.2","keyword rule did not produce a confident match"
"clash","发生冲突；不协调；砰地相撞，发出刺耳的撞击声 | 冲突； 不协调； 刺耳的撞击声 | 冲突，不协调；碰撞声，铿锵声 | 冲突，抵触；砰地相碰撞，发出铿锵声 | 发生冲突；不协调；砰地相撞，发出刺耳的撞击声 (vi.) | 冲突； 不协调； 刺耳的撞击声 (n.)","state","0.2","keyword rule did not produce a confident match"
"compel","强迫，迫使；强使发生 | (Compel)人名；(法)孔佩尔 | 强迫， 迫使屈服 | 强迫， 迫使屈服 (vt.)","control","0.2","keyword rule did not produce a confident match"
"capable","能干的，能胜任的；有才华的 | 有能力的， 有才能的 | 有能力的， 有才能的 (adj.)","control","0.2","keyword rule did not produce a confident match"
"depress","压抑；使沮丧；使萧条 | 使沮丧； 使不景气； 削弱， 抑制 | 使沮丧， 使不景气； 按下 (vt.)","relation","0.2","keyword rule did not produce a confident match"
"parade","游行， 列队前进； 招摇而行 | 游行；检阅","economy","0.2","keyword rule did not produce a confident match"
"precaution","预防； 防备， 警惕","relation","0.2","keyword rule did not produce a confident match"
"alert","警告；使警觉，使意识到 | 警惕的，警觉的；留心的 | 警戒，警惕；警报 | 警觉的，留神的，注意的 | 使认识到，使意识到 | 警戒， 戒备； 警报 | 警觉的，留神的，注意的 (adj.) | 使认识到，使意识到 (vt.) | 警戒， 戒备； 警报 (n.)","society","0.2","keyword rule did not produce a confident match"
"await","等候； 期待； 将降临到…身上","judgment","0.2","keyword rule did not produce a confident match"
"sin","犯戒律， 犯过失 | 罪，罪孽","judgment","0.2","keyword rule did not produce a confident match"
"client","[经] 客户；顾客；委托人 | 委托人， 当事人， 顾客 | 委托人， 当事人； 顾客 (n.)","change","0.2","keyword rule did not produce a confident match"
"prosperity","繁荣， 兴旺","action","0.2","keyword rule did not produce a confident match"
"lump","块，块状；肿块；瘤；很多；笨人 | 混在一起；使成块状；忍耐；笨重地移动 | 成团的；总共的 | 很；非常 | 结块； 将…归并在一起 | 块，肿块","relation","0.2","keyword rule did not produce a confident match"
"historic","历史上著名的， 具有重大历史意义的","action","0.2","keyword rule did not produce a confident match"
"rhythm","韵律， 节奏 | 韵律， 节奏 (n.)","society","0.2","keyword rule did not produce a confident match"
"stroke","抚摸 | 中风；一举，一次努力；划桨，划水；击，敲；报时的钟声；笔画，一笔；抚摸 | 中风；一举，一次努力；划桨，划水；击，敲；报时的钟声；笔画，一笔；抚摸 (n.) | 抚摸 (vt.)","control","0.2","keyword rule did not produce a confident match"
"breed","繁殖； 养育， 培育； 酿成， 产生 | 品种 | 繁殖； 养育， 培育； 酿成， 产生 (v.) | 品种 (n.)","time","0.2","keyword rule did not produce a confident match"
"realm","界， 领域， 范围； 王国， 国度","expression","0.2","keyword rule did not produce a confident match"
"correspondent","通讯员， 记者","time","0.2","keyword rule did not produce a confident match"
"renew","使更新；续借；续费；复兴；重申 | 重新开始， 继续； 更新； 恢复； 延长有效期","action","0.2","keyword rule did not produce a confident match"
"comprehensive","广泛的， 综合的； 理解的 | 广泛的； 综合的； 理解的 (adj.)","society","0.2","keyword rule did not produce a confident match"
"tunnel","挖， 开 | 隧道；地道 | 隧道，坑道，地道 | 挖， 开 (v.) | 隧道，坑道，地道 (n.)","relation","0.2","keyword rule did not produce a confident match"
"assign","分配；指派；[计][数] 赋值 | 指派， 分配， 布置； 指定 | 指派， 分配； 布置； 指定 (vt.)","economy","0.2","keyword rule did not produce a confident match"
"elaborate","复杂的； 精心制作的 | 详述， 详细制订 | 复杂的； 精心制作的 (adj.) | 详述， 详细制定 (v.)","state","0.2","keyword rule did not produce a confident match"
"fulfill","履行， 实现， 完成； 满足， 使满意 | 履行， 实现， 完成； 满足， 使满意 (vt.)","judgment","0.2","keyword rule did not produce a confident match"
"congress","代表大会； [C-]国会， 议会 | 代表大会； 国会， 议会 (n.)","control","0.2","keyword rule did not produce a confident match"
"advanced","先进的；高级的；晚期的；年老的 | 前进；增加；上涨（advance的过去式和过去分词形式） | 先进的； 高级的； 年迈的； 后阶段的","judgment","0.2","keyword rule did not produce a confident match"
"mechanical","机械的， 机械制造的； 机械学的， 力学的； 呆板的 | 机械的， 机械制造的， 机械学的， 力学的； 呆板的 (adj.)","economy","0.2","keyword rule did not produce a confident match"
"flourish","繁荣，茂盛，兴旺 | 挥动","cognition","0.2","keyword rule did not produce a confident match"
"striking","显著的， 突出的； 惹人注目的， 容貌出众的","quantity","0.2","keyword rule did not produce a confident match"
"vessel","容器； 船； 飞船； 管","time","0.2","keyword rule did not produce a confident match"
"crown","王冠， 冕","expression","0.2","keyword rule did not produce a confident match"
"inquire","询问；查究；问明 | 打听， 询问； 调查","economy","0.2","keyword rule did not produce a confident match"
"gymnasium","体育馆， 健身房","relation","0.2","keyword rule did not produce a confident match"
"issue","问题；流出；期号；发行物 | 发行，发布；发给；放出，排出 | 发行， 分发， 发出 | 问题；发行，分发 | 发行； 分发， 发出 (v.) | 问题；发行；分发 (n.)","expression","0.2","keyword rule did not produce a confident match"
"lower","较低的；下面的 | 放下， 降低","expression","0.2","keyword rule did not produce a confident match"
"index","指标；指数；索引；指针 | 做索引 | 索引； 指数， 指标","society","0.2","keyword rule did not produce a confident match"
"youngster","青年， 年轻人， 孩子","cognition","0.2","keyword rule did not produce a confident match"
"odd","奇特的； 临时的； 奇数的； 单只的； 剩余的， 挂零的","quantity","0.2","keyword rule did not produce a confident match"
"supplement","增补，补充 | 增补， 补充； 增刊， 副刊 | 增补， 补充 | 增补， 补充； 增刊， 副刊 (n.) | 增补， 补充 (vt.)","economy","0.2","keyword rule did not produce a confident match"
"contrast","形成对比， 对比之下显出区别 | 对比， 对照； 反差 | 对比，对照 | 形成对比， 对比之下显出区别 (vi.) | 对比，对照；反差[kən'trɑːst] (n.) | 对比，对照 (vt.)","relation","0.2","keyword rule did not produce a confident match"
"proportion","比例，占比；部分；面积；均衡 | 使成比例；使均衡；分摊 | 比例； 部分， 份儿； 均衡， 相称","cognition","0.2","keyword rule did not produce a confident match"
"widen","加宽， 变宽","state","0.2","keyword rule did not produce a confident match"
"crystal","水晶， 结晶体， 晶粒","relation","0.2","keyword rule did not produce a confident match"
"occurrence","发生， 出现； 发生的事件","economy","0.2","keyword rule did not produce a confident match"
"inflation","通货膨胀； 膨胀","control","0.2","keyword rule did not produce a confident match"
"disposal","丢掉， 销毁； 处理； 排列， 布置 | 丢掉， 销毁； 处理； 排列， 布置 (n.)","quantity","0.2","keyword rule did not produce a confident match"
"delegate","代表 | 代表， 代表团成员 | 委派…为代表 | 委派…为代表； 授 ， 把…委托给","quantity","0.2","keyword rule did not produce a confident match"
"sphere","球， 球体； 范围","quantity","0.2","keyword rule did not produce a confident match"
"inquiry","询问， 打听； 调查","action","0.2","keyword rule did not produce a confident match"
"immigrant","移民； 侨民 | 移民， 侨民 | 移民， 侨民 (n.)","society","0.2","keyword rule did not produce a confident match"
"bundle","收集， 归拢； 把…塞入 | 捆，包，束；包袱","time","0.2","keyword rule did not produce a confident match"
"generally","一般地， 通常地； 普遍地","change","0.2","keyword rule did not produce a confident match"
"likewise","同样地； 也， 又","economy","0.2","keyword rule did not produce a confident match"
"conscious","意识到的， 自觉的； 神志清醒的； 有意的， 存心的 | 意识到的， 自觉的； 神志清醒的； 有意的， 存心的 (adj.)","time","0.2","keyword rule did not produce a confident match"
"auto","汽车","economy","0.2","keyword rule did not produce a confident match"
"pants","长裤， 便裤； 内裤","time","0.2","keyword rule did not produce a confident match"
"orchestra","管弦乐队 | 管弦乐队 (n.)","quantity","0.2","keyword rule did not produce a confident match"
"sufficient","足够的， 充分的 | 足够的， 充分的 (adj.)","control","0.2","keyword rule did not produce a confident match"
"petroleum","石油","action","0.2","keyword rule did not produce a confident match"
"tolerance","忍受， 容忍， 忍耐力； 公差","economy","0.2","keyword rule did not produce a confident match"
"kneel","跪， 跪下， 跪着","quantity","0.2","keyword rule did not produce a confident match"
"astrophysics","天体物理学","control","0.2","keyword rule did not produce a confident match"
"establish","建立；创办；安置 | 建立， 设立； 确立； 证实 | 建立， 设立； 确立； 证实 (vt.)","quantity","0.2","keyword rule did not produce a confident match"
"expansion","膨胀；阐述；扩张物 | 扩大， 扩充， 扩张， 膨胀 | 扩大； 扩充； 扩张； 膨胀 (n.)","economy","0.2","keyword rule did not produce a confident match"
"synthetic","综合的；合成的，人造的 | 合成物 | 综合的， 合成的； 虚假的","change","0.2","keyword rule did not produce a confident match"
"headquarters","司令部， 总部","action","0.2","keyword rule did not produce a confident match"
"gaze","凝视， 盯， 注视 | 凝视， 盯， 注视 (n&vi.)","change","0.2","keyword rule did not produce a confident match"
"thermometer","温度计， 寒暑表","society","0.2","keyword rule did not produce a confident match"
"favourable","有利的， 赞成的； 顺利的","state","0.2","keyword rule did not produce a confident match"
"decent","正派的；得体的；相当好的 | 像样的， 过得去的， 体面的； 宽厚的， 大方的； 正派的； 合乎礼仪的， 得体的 | 像样的， 过得去的， 体面的； 宽厚的， 大方的； 正派的； 合乎礼仪的， 得体的 (adj.)","change","0.2","keyword rule did not produce a confident match"
"investigate","调查；研究 | 调查， 研究 | 调查， 研究 (v.)","quantity","0.2","keyword rule did not produce a confident match"
"auxiliary","辅助的， 附属的； 后备的","cognition","0.2","keyword rule did not produce a confident match"
"heal","愈合， 痊愈， 恢复健康 | 使愈合，治愈，使康复；调停，消除","relation","0.2","keyword rule did not produce a confident match"
"somehow","由于某种原因， 不知怎么的； 以某种方式","relation","0.2","keyword rule did not produce a confident match"
"consumer","消费者， 用户， 消耗者 | 消费者， 用户， 消耗者 (n.)","cognition","0.2","keyword rule did not produce a confident match"
"cripple","跛子；残疾人 | 使跛； 使残疾 | 跛子，伤残人 (n.) | 使跛， 使受伤致残； 严重削弱， 使陷入瘫痪 (vt.)","state","0.2","keyword rule did not produce a confident match"
"initiative","主动性； 首创精神； 主动的行动， 倡议； 主动权 | 主动性， 首创精神； 主动的行动， 倡议； 主动权 (n.)","time","0.2","keyword rule did not produce a confident match"
"medication","药物治疗； 药物 | 药物治疗； 药物 (n.)","economy","0.2","keyword rule did not produce a confident match"
"whilst","当…的时候","state","0.2","keyword rule did not produce a confident match"
"lobby","游说 | 向进行游说 | 大厅；休息室；院外活动集团","society","0.2","keyword rule did not produce a confident match"
"luxury","奢侈，奢华；奢侈品；享受 | 奢侈的 | 奢华的 | 奢侈； 奢侈品 | 奢侈； 奢侈品 (n.)","expression","0.2","keyword rule did not produce a confident match"
"mould","霉，霉菌；模型，铸模；性格，气质 | 发霉 | 模具；霉 | 用模子做， 浇铸； 使形成， 把…铸造成","action","0.2","keyword rule did not produce a confident match"
"increasingly","日益， 越来越多地","control","0.2","keyword rule did not produce a confident match"
"strategic","对全局有重要意义的， 关键的； 战略的","judgment","0.2","keyword rule did not produce a confident match"
"vary","变化；变异；违反 | (Vary)人名；(英、法、罗、柬)瓦里 | 改变； 多样化 | 变化， 有差异 (vi.) | 改变，使多样化 (vt.)","judgment","0.2","keyword rule did not produce a confident match"
"readily","乐意地， 欣然地； 容易地； 很快地， 立即 | 乐意地， 欣然地； 容易地； 很快地， 立即 (adv.)","relation","0.2","keyword rule did not produce a confident match"
"stoop","俯身，弯腰；堕落，自贬 | 弯腰， 曲背","expression","0.2","keyword rule did not produce a confident match"
"county","郡， 县","relation","0.2","keyword rule did not produce a confident match"
"respondent","回答者； 响应者； 被告","time","0.2","keyword rule did not produce a confident match"
"episode","一个事件； 插曲， 片段； 连续剧的一集","expression","0.2","keyword rule did not produce a confident match"
"discipline","学科；纪律；训练；惩罚 | 训练，训导；惩戒 | 纪律；训练；惩罚；学科 | 训练； 惩罚， 处罚 | 纪律，训练；惩罚；学科 (n.) | 训练； 惩罚， 处罚 (vt.)","control","0.2","keyword rule did not produce a confident match"
"evidently","明显地， 显然","society","0.2","keyword rule did not produce a confident match"
"objective","目标，目的 | 客观的 | 客观的， 无偏见的 | 客观的， 无偏见的 (adj.) | 目标，目的 (n.)","state","0.2","keyword rule did not produce a confident match"
"victimize","使受害， 使牺牲","society","0.2","keyword rule did not produce a confident match"
"exert","尽； 运用 | 用， 尽； 运用， 行使 (vt.)","cognition","0.2","keyword rule did not produce a confident match"
"scandal","丑闻；流言蜚语；诽谤；公愤 | 丑事， 丑闻； 流言蜚语； 反感， 愤慨 | 丑事， 丑闻； 流言蜚语； 反感， 愤慨 (n.)","judgment","0.2","keyword rule did not produce a confident match"
"estimate","估计，估价 | 估计，估价；判断，看法 | 估计； 评价 | 估计； 评价， 看法 | 估计； 评价 (vt.) | 估计； 评价； 看法 (n.)","society","0.2","keyword rule did not produce a confident match"
"drip","滴下，漏水 | 水滴； 滴水声","quantity","0.2","keyword rule did not produce a confident match"
"exhibit","展览品 | 展览；显示；提出（证据等） | 展览品；证据；展示会 | 显示；陈列，展览 | 显示；陈列，展览 (vt.) | 展览品 (n.)","action","0.2","keyword rule did not produce a confident match"
"proposal","提议， 建议； 求婚 | 提议，建议；求婚","control","0.2","keyword rule did not produce a confident match"
"inevitable","不可避免的， 必然的 | 不可避免的， 必然的 (adj.)","change","0.2","keyword rule did not produce a confident match"
"deny","否定，否认；拒绝给予；拒绝…的要求 | 否定， 否认； 拒绝…的要求 | 否定， 拒绝相信 (vt.)","cognition","0.2","keyword rule did not produce a confident match"
"miserable","痛苦的； 悲惨的； 令人难受的","cognition","0.2","keyword rule did not produce a confident match"
"secondary","第二的；中等的；次要的；中级的 | 副手；代理人 | 次要的， 第二的； 中等的； 辅助的， 从属的","society","0.2","keyword rule did not produce a confident match"
"mission","使命，任务；代表团；布道 | 派遣；向……传教 | 使命， 任务； 使团 | 使命， 任务； 使团 (n.)","relation","0.2","keyword rule did not produce a confident match"
"attorney","律师， 代理人","time","0.2","keyword rule did not produce a confident match"
"singular","单数的； 非凡的， 奇特的； 独一无二的","action","0.2","keyword rule did not produce a confident match"
"device","器械， 装置， 设备； 手段， 策略 | 器械， 装置； 设计； 手段， 策略 (n.)","cognition","0.2","keyword rule did not produce a confident match"
"mainframe","主机， 大型机","society","0.2","keyword rule did not produce a confident match"
"advisable","可取的， 适当的； 明智的 | 明智的， 可取的 | 可取的； 适当的 (adj.)","change","0.2","keyword rule did not produce a confident match"
"cooperate","合作， 协作； 配合","relation","0.2","keyword rule did not produce a confident match"
"cabin","小屋； 船舱， 机舱 | 小屋； 船舱， 机舱 (n.)","action","0.2","keyword rule did not produce a confident match"
"sum","共计 | 总数；金额；算术","action","0.2","keyword rule did not produce a confident match"
"current","现在的；流通的，通用的；最近的；草写的 | （水，气，电）流；趋势；涌流 | 当前的， 通用的； 流行的， 流传的 | 当前的，通用的；流行的，流传的 (adj.) | 潮流； 电流； 趋势， 倾向 (n.)","change","0.2","keyword rule did not produce a confident match"
"copper","铜； 铜币， 铜制器","expression","0.2","keyword rule did not produce a confident match"
"persist","坚持， 持续 | 坚持， 持续 (vi.)","time","0.2","keyword rule did not produce a confident match"
"audio","听觉的， 声音的","relation","0.2","keyword rule did not produce a confident match"
"offensive","进攻， 攻击； 攻势 | 冒犯的，无礼的；进攻的，攻击性的 | 进攻， 攻势 | 冒犯的，无礼的，使人不快的；进攻的，攻击性的 (adj.) | 进攻， 攻势 (n.)","action","0.2","keyword rule did not produce a confident match"
"launch","发射（导弹、火箭等）；发起，发动；使…下水 | 发射；发行，投放市场；下水；汽艇 | 发射，投射，发动；使下水 | 发射； 下水","quantity","0.2","keyword rule did not produce a confident match"
"amid","在…中间， 在…之中， 被…围绕","change","0.2","keyword rule did not produce a confident match"
"beloved","所钟爱的， 所爱戴的","action","0.2","keyword rule did not produce a confident match"
"cement","巩固，加强；用水泥涂；接合 | 水泥；接合剂 | 水泥，胶泥 | 黏结； 巩固， 使团结","cognition","0.2","keyword rule did not produce a confident match"
"acquaint","使认识， 使了解 | 使熟悉；使认识 | 使认识， 使了解； 使熟悉 (vt.)","relation","0.2","keyword rule did not produce a confident match"
"elastic","有弹性的， 灵活的 | 松紧带 | 有弹性的； 灵活的 (adj.) | 松紧带 (n.)","economy","0.2","keyword rule did not produce a confident match"
"intervene","干涉， 调停， 干预； 插入， 介入； 干扰， 打扰 | 干涉， 干预； 干扰， 阻挠 (vi.)","control","0.2","keyword rule did not produce a confident match"
"undergraduate","大学本科生","state","0.2","keyword rule did not produce a confident match"
"joint","关节；接缝；接合处，接合点；（牛，羊等的腿）大块肉 | 共同的；连接的；联合的，合办的 | 连接，贴合；接合；使有接头 | 连接的； 共同的 | 接头，接缝；关节","society","0.2","keyword rule did not produce a confident match"
"confine","限制， 使局限； 使不外出， 禁闭 | 限制，使局限；使不外出，禁闭 (vt.)","judgment","0.2","keyword rule did not produce a confident match"
"frequency","屡次； 次数， 频率 | 屡次， 次数， 频率； 经常发生 (n.)","judgment","0.2","keyword rule did not produce a confident match"
"horizontal","地平的， 水平的","judgment","0.2","keyword rule did not produce a confident match"
"lick","舔，舔吃；打败，克服；轻拍，吞卷 | 舔； 少量， 少许","quantity","0.2","keyword rule did not produce a confident match"
"military","军事的 | 军事的，军用的 | 军队， 武装力量 | 军事的；军用的 (adj.) | 军队， 武装力量 (n.)","quantity","0.2","keyword rule did not produce a confident match"
"reluctant","不情愿的， 勉强的 | 不情愿的；勉强的；顽抗的 | 不情愿的， 勉强的 (adj.)","judgment","0.2","keyword rule did not produce a confident match"
"generate","发生， 引起； 生殖 | 发生， 引起； 生殖 (vt.)","change","0.2","keyword rule did not produce a confident match"
"sector","部门；扇形，扇区；象限仪；函数尺 | 把…分成扇形 | 部门， 部分； 防御地段， 防区； 扇形","society","0.2","keyword rule did not produce a confident match"
"passion","激情， 热情； 酷爱 | 激情， 热情； 酷爱 (n.)","economy","0.2","keyword rule did not produce a confident match"
"coil","卷，圈；线圈 | 卷","change","0.2","keyword rule did not produce a confident match"
"ensure","保证，确保；使安全 | 保证； 保护","time","0.2","keyword rule did not produce a confident match"
"coordinate","同等的， 并列的 | 坐标；同等的人或物 | 并列的；同等的 | 调整；整合 | 协调， 调节 | 坐标","society","0.2","keyword rule did not produce a confident match"
"organism","生物， 有机体； 机体， 有机组织","cognition","0.2","keyword rule did not produce a confident match"
"epidemic","流行性的；传染的 | 流行病； 传播 | 流行的；传染性的 | 传染病；流行病；风尚等的流行","control","0.2","keyword rule did not produce a confident match"
"remarkable","值得注意的， 引人注目的； 异常的， 非凡的","relation","0.2","keyword rule did not produce a confident match"
"naval","海军的","relation","0.2","keyword rule did not produce a confident match"
"accountancy","会计工作； 会计学","cognition","0.2","keyword rule did not produce a confident match"
"forge","熔炉，锻铁炉；铁工厂 | 伪造；做锻工；前进 | 打制， 锻造； 伪造 | 打制， 锻造； 伪造 (vt.)","change","0.2","keyword rule did not produce a confident match"
"hint","暗示， 示意 | 暗示；线索 | 暗示；示意 | 暗示，示意；细微的迹象；建议","change","0.2","keyword rule did not produce a confident match"
"knot","打结 | 结；节疤；节 | 把…打成结","cognition","0.2","keyword rule did not produce a confident match"
"region","地区；范围；部位 | 地区， 地带， 区域； 范围， 幅度 | 地区， 地带， 区域； 范围， 幅度 (n.)","society","0.2","keyword rule did not produce a confident match"
"deceive","欺骗， 蒙蔽， 行骗 | 行骗 (vi.) | 欺骗，蒙蔽 (vt.)","action","0.2","keyword rule did not produce a confident match"
"misconception","误解","quantity","0.2","keyword rule did not produce a confident match"
"screw","旋，拧；压榨；强迫 | 螺旋；螺丝钉；吝啬鬼 | 螺丝 | 固定， 拧紧 | 螺丝 (n.) | 用螺钉固定， 拧， 拧紧 (vt.)","society","0.2","keyword rule did not produce a confident match"
"gap","缺口； 间隔； 差距； 缺陷","cognition","0.2","keyword rule did not produce a confident match"
"emphasize","强调， 着重 | 强调， 着重 (vt.)","judgment","0.2","keyword rule did not produce a confident match"
"gradual","逐渐的， 渐进的； 坡度平缓的","control","0.2","keyword rule did not produce a confident match"
"ore","矿， 矿石 | 矿， 矿石 (n.)","relation","0.2","keyword rule did not produce a confident match"
"previous","以前的；早先的；过早的 | 在先；在…以前 | 先的， 前的； 以前的 | 先的， 前的， 以前的 (adj.)","action","0.2","keyword rule did not produce a confident match"
"transmit","传送， 传递； 传染； 播送， 发射 | 传送， 传递； 传染； 播送， 发射 (vt.)","judgment","0.2","keyword rule did not produce a confident match"
"consumption","消耗， 消费 | 消耗， 消费； 肺病 (n.)","change","0.2","keyword rule did not produce a confident match"
"weaken","削弱， 变弱","quantity","0.2","keyword rule did not produce a confident match"
"voltage","电压","time","0.2","keyword rule did not produce a confident match"
"damn","该死，见鬼〔表示很生气或失望〕 | 非常，很 | 该死的〔表示对某人或某事物生气〕","society","0.2","keyword rule did not produce a confident match"
"compensation","补偿；报酬；赔偿金 | 补偿， 赔偿","cognition","0.2","keyword rule did not produce a confident match"
"bankrupt","破产的 | 使破产 | [经] 破产者","state","0.2","keyword rule did not produce a confident match"
"sack","麻布袋；洗劫 | 解雇；把……装入袋；劫掠 | 麻袋，包；解雇；洗劫，劫掠 | 解雇； 洗劫， 劫掠","time","0.2","keyword rule did not produce a confident match"
"seminar","研究班， 研讨会 | 讨论会，研讨班 | 研究班， 研讨会 (n.)","state","0.2","keyword rule did not produce a confident match"
"comparative","比较的， 相对的","change","0.2","keyword rule did not produce a confident match"
"fruitful","多产的， 肥沃的","action","0.2","keyword rule did not produce a confident match"
"hesitant","犹豫的； 吞吞吐吐的","cognition","0.2","keyword rule did not produce a confident match"
"hell","地狱； 极大的痛苦","expression","0.2","keyword rule did not produce a confident match"
