word,meanings,meaningsByBook,usphone,ukphone,bookIds,semanticDomainId,semanticPath,semanticConfidence,reviewRequired
"narrative","叙述文， 故事； 叙述， 讲述 (n.)","{""cet6"":[""叙述文， 故事； 叙述， 讲述 (n.)""],""kaoyan2024"":[""n.叙述；故事；讲述adj.叙事的，叙述的；叙事体的""],""toefl"":[""叙述性的"",""叙述；记叙体，叙述技巧""],""sat"":[""叙述的；有故事性的"",""叙述， 记叙文""]}","'nærətɪv","'nærətɪv","cet6 | kaoyan2024 | toefl | sat","cognition","认知与思维 › 感知·理解·记忆 › narrative","0.2","true"
"coincide","一致，符合；同时发生 | 同时发生； 相符， 相一致； 位置重合， 重叠 (vi.)","{""cet6"":[""同时发生； 相符， 相一致； 位置重合， 重叠 (vi.)""],""tem4"":[""一致，符合；同时发生""],""kaoyan2024"":[""vi.一致，符合；同时发生vi.(在性格、品质等方面)完全一致，相符""],""ielts"":[""同时发生； 一致""],""toefl"":[""同时发生； 一致， 相符； 重合""],""sat"":[""一致， 符合""],""bec2"":[""一致，符合；同时发生""]}",",koɪn'saɪd","ˌkəuɪn'saɪd","cet6 | tem4 | kaoyan2024 | ielts | toefl | sat | bec2","relation","因果与关系 › 原因·结果·连接 › coincide","0.2","true"
"cooperative","合作社 | 有合作意向的，乐意合作的；合作的，协作的 (adj.) | 合作社， 合作商店 (n.)","{""cet6"":[""有合作意向的，乐意合作的；合作的，协作的 (adj.)"",""合作社， 合作商店 (n.)""],""kaoyan2024"":[""n.合作社adj.合作的；合作社的""],""ielts"":[""合作的，协作的"",""合作社""],""toefl"":[""合作的，协作的；配合的"",""合作企业""],""bec2"":[""合作的；合作社的"",""合作社""]}","ko'ɑpərətɪv","kəu'ɒpərətɪv","cet6 | kaoyan2024 | ielts | toefl | bec2","economy","经济与资源 › 经济·工作·资源 › cooperative","0.2","true"
"triple","增至三倍 | 三部分的，三方的；三倍的，三重的 (adj.) | 增至三倍 (v.)","{""cet6"":[""三部分的，三方的；三倍的，三重的 (adj.)"",""增至三倍 (v.)""],""tem4"":[""三倍的；三方的"",""三倍数；三个一组"",""增至三倍""],""ielts"":[""三部分的；三倍的"",""增至三倍""],""toefl"":[""增至三倍"",""三部分的； 三方的； 三倍的""],""sat"":[""三部分的，三方的；三倍的，三重的"",""使增至三倍""]}","'trɪpl","'trɪpl","cet6 | tem4 | ielts | toefl | sat","society","社会与个体 › 社会·群体·个体 › triple","0.2","true"
"clutch","企图抓住 (vi.) | 抓紧，紧握 (vt.) | 离合器； 掌握， 控制； 把握， 抓紧 (n.)","{""cet6"":[""企图抓住 (vi.)"",""抓紧，紧握 (vt.)"",""离合器； 掌握， 控制； 把握， 抓紧 (n.)""],""tem4"":[""离合器；控制；手；紧急关头"",""攫；企图抓住"",""没有手提带或背带的；紧要关头的""],""ielts"":[""离合器；""],""toefl"":[""企图抓住， 抓紧"",""一次所孵的卵；离合器；掌握，控制；把握，抓紧""]}","klʌtʃ","klʌtʃ","cet6 | tem4 | ielts | toefl","state","状态与存在 › 状态·属性·存在 › clutch","0.2","true"
"grope","暗中摸索，搜索；探索，搜寻 (vi.) | 摸索 (vt.)","{""cet6"":[""暗中摸索，搜索；探索，搜寻 (vi.)"",""摸索 (vt.)""],""tem4"":[""摸索；探索"",""摸索；触摸""],""ielts"":[""摸索""]}","ɡrop","grəup","cet6 | tem4 | ielts","expression","表达与观点 › 语言·观点·交流 › grope","0.2","true"
"rejoice","感到高兴， 充满喜悦 (vi.)","{""cet6"":[""感到高兴， 充满喜悦 (vi.)""],""tem4"":[""高兴；庆祝""],""gre1500"":[""v.喜欢，高兴"",""欣喜，喜悦：feel joy""],""gre3000"":[""欣喜，喜悦""]}","rɪ'dʒɔɪs","rɪ'dʒɔɪs","cet6 | tem4 | gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › rejoice","0.2","true"
"frantic","慌乱不安的； 发疯似的， 发狂的 (adj.)","{""cet6"":[""慌乱不安的； 发疯似的， 发狂的 (adj.)""],""sat"":[""狂乱的， 疯狂的""]}","'fræntɪk","'fræntɪk","cet6 | sat","quantity","程度·范围·数量 › 数量·范围·程度 › frantic","0.2","true"
"tickle","发痒；使高兴，逗乐 | 痒 | 发痒 (vi.) | 使发痒；使高兴，逗乐 (vt.) | 痒 (n.)","{""cet6"":[""发痒 (vi.)"",""使发痒；使高兴，逗乐 (vt.)"",""痒 (n.)""],""tem4"":[""使发痒；使高兴；使满足"",""胳肢；痒感；使人发痒、高兴的东西""],""ielts"":[""发痒；使高兴，逗乐"",""痒""],""toefl"":[""发痒；使高兴，逗乐"",""痒""]}","'tɪkl","'tɪkl","cet6 | tem4 | ielts | toefl","cognition","认知与思维 › 感知·理解·记忆 › tickle","0.2","true"
"commodity","商品，货物；日用品 | 商品， 货物 (n.)","{""cet6"":[""商品， 货物 (n.)""],""tem4"":[""商品，货物；日用品""],""kaoyan2024"":[""n. 商品，货物；日用品""],""ielts"":[""商品， 货物； 日用品""],""toefl"":[""商品； 日用品""],""sat"":[""商品， 物品""],""bec2"":[""商品，货物；日用品""]}","kə'mɑdəti","kə'mɒdəti","cet6 | tem4 | kaoyan2024 | ielts | toefl | sat | bec2","economy","经济与资源 › 经济·工作·资源 › commodity","0.2","true"
"obedient","服从的， 顺从的 (adj.)","{""cet6"":[""服从的， 顺从的 (adj.)""],""tem4"":[""顺从的，服从的；孝顺的""],""gre1500"":[""a.服从的，顺从的"",""服从的，顺从的：submissive authority""],""gre3000"":[""服从的，顺从的""]}","oˈbidiənt","ə'biːdɪənt","cet6 | tem4 | gre1500 | gre3000","relation","因果与关系 › 原因·结果·连接 › obedient","0.2","true"
"misery","痛苦， 苦恼， 苦难； 悲惨的境遇， 贫苦 (n.)","{""cet6"":[""痛苦， 苦恼， 苦难； 悲惨的境遇， 贫苦 (n.)""],""tem4"":[""痛苦，悲惨；不幸；苦恼；穷困""]}","'mɪzəri","'mɪzəri","cet6 | tem4","action","行动与选择 › 行动·选择·执行 › misery","0.2","true"
"blur","变模糊 (v.) | 模糊，模糊的东西 (n.)","{""cet6"":[""变模糊 (v.)"",""模糊，模糊的东西 (n.)""],""kaoyan2024"":[""n.污迹；模糊不清的事物vt.涂污；使…模糊不清；使暗淡；玷污vi.沾上污迹；变模糊""],""toefl"":[""变模糊，难以区分；玷污"",""模糊形状； 模糊的记忆； 污点""],""gre1500"":[""n.模糊不清的事物；v.使…模糊"",""（使）变得朦胧，（使）变得不清楚：vague； 使不易理解：unclear to the understanding""],""gre3000"":[""(使)变得朦胧，(使)变得不清楚；使不易理解""]}","blɝ","blɜː","cet6 | kaoyan2024 | toefl | gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › blur","0.67","false"
"suffice","足够 (vi.)","{""cet6"":[""足够 (vi.)""],""ielts"":[""满足， 满意； 足够""]}","sə'faɪs","sə'faɪs","cet6 | ielts","economy","经济与资源 › 经济·工作·资源 › suffice","0.2","true"
"notable","名人， 要人 | 值得注意的，显著的；著名的 (adj.) | 名人， 要人 (n.)","{""cet6"":[""值得注意的，显著的；著名的 (adj.)"",""名人， 要人 (n.)""],""tem4"":[""值得注意的，显著的；著名的"",""名人，显要人物""],""ielts"":[""值得注意的；显著的，杰出的，显赫的"",""名人， 要人""],""toefl"":[""值得注意的，明显的；显著的；著名的；重要的"",""名人， 要人""],""sat"":[""值得注意的； 显著的， 著名的""]}","'notəbl","'nəutəbl","cet6 | tem4 | ielts | toefl | sat","economy","经济与资源 › 经济·工作·资源 › notable","0.2","true"
"plausible","貌似可信的，花言巧语的；貌似真实的，貌似有理的 | 似有道理的， 似乎正确的， 貌似可信的 (adj.)","{""cet6"":[""似有道理的， 似乎正确的， 貌似可信的 (adj.)""],""tem4"":[""貌似可信的，花言巧语的；貌似真实的，貌似有理的""],""kaoyan2024"":[""adj.貌似可信的，花言巧语的；貌似真实的，貌似有理的""],""ielts"":[""似有道理的， 貌似真实的； 嘴巧的""],""toefl"":[""似有道理的， 似乎正确的""],""sat"":[""似乎合理的， 似乎可信的""],""gre1500"":[""a.似是而非的，似乎合理的；嘴巧的"",""看似有理的：superficially reasonable""],""gre3000"":[""可信的""],""bec2"":[""貌似可信的，花言巧语的；貌似真实的，貌似有理的""]}","'plɔzəbl","'plɔːzəbl","cet6 | tem4 | kaoyan2024 | ielts | toefl | sat | gre1500 | gre3000 | bec2","relation","因果与关系 › 原因·结果·连接 › plausible","0.67","false"
"staircase","楼梯 | 楼梯 (n.)","{""cet6"":[""楼梯 (n.)""],""tem4"":[""楼梯""],""kaoyan2024"":[""n.楼梯""],""ielts"":[""楼梯""]}","'stɛrkes","'steəkeɪs","cet6 | tem4 | kaoyan2024 | ielts","quantity","程度·范围·数量 › 数量·范围·程度 › staircase","0.2","true"
"flip","〈口〉无理的， 轻率的， 轻浮的 (adj.) | 快速翻动，转动 (vt.) | 捻掷，轻抛；轻拍 (n.)","{""cet6"":[""〈口〉无理的， 轻率的， 轻浮的 (adj.)"",""快速翻动，转动 (vt.)"",""捻掷，轻抛；轻拍 (n.)""],""ielts"":[""轻抛； 轻弹""]}","flɪp","flɪp","cet6 | ielts","state","状态与存在 › 状态·属性·存在 › flip","0.2","true"
"barricade","路障，栅栏，障碍 (n.) | 设路障于， 挡住 (vt.)","{""cet6"":[""路障，栅栏，障碍 (n.)"",""设路障于， 挡住 (vt.)""],""gre1500"":[""v.设栅阻挡；n.栅栏"",""障碍物：obstruction, rampart； 用障碍物阻止通过：prevent access""],""gre3000"":[""障碍物；用障碍物阻止通过""]}","'bærɪ'ked","ˌbærɪ'keɪd","cet6 | gre1500 | gre3000","expression","表达与观点 › 语言·观点·交流 › barricade","0.2","true"
"provocative","挑衅的， 煽动的， 刺激的； 挑逗的 (adj.)","{""cet6"":[""挑衅的， 煽动的， 刺激的； 挑逗的 (adj.)""],""toefl"":[""挑衅的， 煽动性的； 惹人讨厌的； 挑逗的""],""sat"":[""挑衅的； 惹人讨厌的""],""bec2"":[""刺激的，挑拨的；气人的"",""刺激物，挑拨物；兴奋剂""]}","prə'vɑkətɪv","prə'vɒkətɪv","cet6 | toefl | sat | bec2","relation","因果与关系 › 原因·结果·连接 › provocative","0.2","true"
"posture","摆出姿势， 装模作样 (vi.) | 姿势，姿态；看法，态度 (n.)","{""cet6"":[""摆出姿势， 装模作样 (vi.)"",""姿势，姿态；看法，态度 (n.)""],""ielts"":[""姿势； 心情； 态度""],""gre1500"":[""n.姿势，体态；态度；v.故作姿态"",""姿势，姿态：way of holding the body；故作姿态，装模作样：pretended attitude""],""gre3000"":[""故作姿态，装模作样""]}","'pɑstʃɚ","'pɒstʃə","cet6 | ielts | gre1500 | gre3000","time","时间与过程 › 时间·顺序·过程 › posture","0.67","false"
"spiral","盘旋上升； 不断急剧地上升 (vi.) | 螺旋的 (adj.) | 螺旋，螺旋式的上升 (n.)","{""cet6"":[""盘旋上升； 不断急剧地上升 (vi.)"",""螺旋的 (adj.)"",""螺旋，螺旋式的上升 (n.)""],""tem4"":[""螺旋；旋涡；螺旋形之物"",""螺旋形的；盘旋的"",""使成螺旋形；使作螺旋形上升""],""ielts"":[""螺旋形的，盘旋的"",""盘旋上升；急剧增长"",""螺旋形；逐渐加速上升""],""toefl"":[""盘旋；盘旋上升；急剧增长"",""螺旋形的"",""螺旋形； 螺旋式的上升""]}","'spaɪrəl","'spaɪrəl","cet6 | tem4 | ielts | toefl","change","变化与发展 › 变化·增长·演进 › spiral","0.2","true"
"subtle","微妙的， 难以捉摸的； 诡秘的， 狡诈的； 隐约的 (adj.)","{""cet6"":[""微妙的， 难以捉摸的； 诡秘的， 狡诈的； 隐约的 (adj.)""],""tem4"":[""微妙的；精细的；敏感的；狡猾的；稀薄的""],""kaoyan2024"":[""adj.微妙的；精细的；敏感的；狡猾的；稀薄的""],""ielts"":[""细微的， 微妙的， 难以捉摸的； 隐约的； 精巧的， 巧妙的； 诡秘的， 狡诈的""],""toefl"":[""细微的， 微妙的； 精巧的， 巧妙的； 狡猾的； 敏锐的""],""sat"":[""敏锐的； 精细的， 微妙的""],""gre1500"":[""a.微妙的，精巧的"",""微妙的，难以感知的：difficult perceive；巧妙的，间接或带有欺骗性的：clever deceptive means""],""gre3000"":[""微妙的，难以感知的""]}","'sʌtl","'sʌtl","cet6 | tem4 | kaoyan2024 | ielts | toefl | sat | gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › subtle","0.67","false"
"overwhelm","使受不了， 使不知所措； 征服， 制服 (vt.)","{""cet6"":[""使受不了， 使不知所措； 征服， 制服 (vt.)""],""tem4"":[""淹没；压倒；受打击；覆盖；压垮""],""kaoyan2024"":[""vt.淹没；压倒；受打击；覆盖；压垮""],""ielts"":[""征服； 淹没""],""toefl"":[""淹没， 漫过； 压倒， 击败， 制服； 使难以忍受； 使应接不暇""],""gre1500"":[""v.泛滥；压倒"",""淹没：cover；（感情上、精神上）使无所适从，使难以忍受：subject to mental stress""],""gre3000"":[""淹没""]}","ovɚˈhwɛlm","ˌəuvə'welm","cet6 | tem4 | kaoyan2024 | ielts | toefl | gre1500 | gre3000","expression","表达与观点 › 语言·观点·交流 › overwhelm","0.2","true"
"imperial","帝国的， 帝王的； 英制的 (adj.)","{""cet6"":[""帝国的， 帝王的； 英制的 (adj.)""],""tem4"":[""帝国的；皇帝的；至高无上的；威严的"",""纸张尺寸；特等品""],""toefl"":[""帝国的， 帝王的； 至尊的； 专横的""],""gre1500"":[""a.帝王的，至尊的"",""帝国的，帝王的：empire；巨大的，令人惊叹的：impressive in size""],""gre3000"":[""巨大的，令人惊叹的""]}","ɪm'pɪrɪəl","ɪm'pɪəriəl","cet6 | tem4 | toefl | gre1500 | gre3000","quantity","程度·范围·数量 › 数量·范围·程度 › imperial","0.2","true"
"facet","一个方面； 面 (n.)","{""cet6"":[""一个方面； 面 (n.)""],""toefl"":[""小平面； 方面""],""sat"":[""方面； 刻面""]}","'fæsɪt","'fæsɪt","cet6 | toefl | sat","quantity","程度·范围·数量 › 数量·范围·程度 › facet","0.2","true"
"cozy","舒适的； 亲切友好的 (adj.)","{""cet6"":[""舒适的； 亲切友好的 (adj.)""]}","'kozi","'kəuzi","cet6","economy","经济与资源 › 经济·工作·资源 › cozy","0.2","true"
"deadly","非常， 极度地 (adv.) | 致死的，致命的；不共戴天的；极度的，十足的 (adj.)","{""cet6"":[""非常， 极度地 (adv.)"",""致死的，致命的；不共戴天的；极度的，十足的 (adj.)""],""tem4"":[""致命的；非常的；死一般的"",""非常；如死一般地""]}","'dɛdli","'dedli","cet6 | tem4","change","变化与发展 › 变化·增长·演进 › deadly","0.2","true"
"compute","计算， 估算 (v.)","{""cet6"":[""计算， 估算 (v.)""],""tem4"":[""计算；估算；用计算机计算"",""计算；估计；推断""],""toefl"":[""计算， 估算""]}","kəm'pjʊt","kəm'pjuːt","cet6 | tem4 | toefl","economy","经济与资源 › 经济·工作·资源 › compute","0.2","true"
"huddle","聚集在一起，挤作一团；把身子蜷成一团，蜷缩 (vi.) | 使聚集在一起 (vt.) | 挤在一起的人； 一堆杂乱的东西 (n.)","{""cet6"":[""聚集在一起，挤作一团；把身子蜷成一团，蜷缩 (vi.)"",""使聚集在一起 (vt.)"",""挤在一起的人； 一堆杂乱的东西 (n.)""],""ielts"":[""聚集在一起"",""杂乱的一堆； 拥挤""],""toefl"":[""聚集在一起， 挤作一团； 蜷缩， 缩成一团， 蜷缩"",""挤在一起的人""]}","'hʌdl","'hʌdl","cet6 | ielts | toefl","judgment","判断与评价 › 判断·价值·评价 › huddle","0.2","true"
"skeleton","骨骼； 框架， 骨干； 梗概， 提要 (n.)","{""cet6"":[""骨骼； 框架， 骨干； 梗概， 提要 (n.)""],""tem4"":[""骨架，骨骼；纲要；骨瘦如柴的人"",""骨骼的；骨瘦如柴的；概略的""],""toefl"":[""梗概， 提纲； 骨架， 骨骼； 框架""],""sat"":[""骨骼""],""gre1500"":[""n.骨架，骨骼；提纲"",""骨架，框架：structural framework""]}","'skɛlɪtn","'skelɪtn","cet6 | tem4 | toefl | sat | gre1500","economy","经济与资源 › 经济·工作·资源 › skeleton","0.67","false"
"intersection","道路交叉口， 交点 (n.)","{""cet6"":[""道路交叉口， 交点 (n.)""],""ielts"":[""道路交叉口， 十字路口""],""toefl"":[""交点； 十字路口， 道路交叉口""]}",",ɪntɚ'sɛkʃən","ˌɪntə'sekʃn","cet6 | ielts | toefl","state","状态与存在 › 状态·属性·存在 › intersection","0.2","true"
"disperse","分散， 赶散； 消散， 驱散 (vi.) | 使分散，散开；使消散，消失 (vt.)","{""cet6"":[""分散， 赶散； 消散， 驱散 (vi.)"",""使分散，散开；使消散，消失 (vt.)""],""kaoyan2024"":[""vt.分散；使散开；传播adj.分散的vi.分散""],""toefl"":[""分散， 散开； 疏散； 散布""]}","dɪ'spɝs","dɪ'spɜːs","cet6 | kaoyan2024 | toefl","quantity","程度·范围·数量 › 数量·范围·程度 › disperse","0.2","true"
"avert","防止， 避免； 转移 (vt.)","{""cet6"":[""防止， 避免； 转移 (vt.)""],""toefl"":[""避免， 规避； 转移""],""sat"":[""防止， 避免； 转移""]}","ə'vɝt","ə'vɜːt","cet6 | toefl | sat","judgment","判断与评价 › 判断·价值·评价 › avert","0.2","true"
"shipment","装运， 装船； 装载的货物 (n.)","{""cet6"":[""装运， 装船； 装载的货物 (n.)""],""tem4"":[""装货；装载的货物""],""ielts"":[""装运， 运输； 装载的货物， 装货量""]}","'ʃɪpmənt","'ʃɪpmənt","cet6 | tem4 | ielts","society","社会与个体 › 社会·群体·个体 › shipment","0.2","true"
"vicious","恶毒的， 凶残的； 剧烈的， 严重的 (adj.)","{""cet6"":[""恶毒的， 凶残的； 剧烈的， 严重的 (adj.)""],""kaoyan2024"":[""adj.恶毒的；恶意的；堕落的；有错误的；品性不端的；剧烈的""],""ielts"":[""罪恶的， 邪恶的； 残酷的， 残忍的； 凶猛的； 恶性的""],""toefl"":[""危险的， 罪恶的； 残酷的， 凶残的； 恶性的""],""sat"":[""恶毒的， 凶残的， 邪恶的""],""gre1500"":[""a.残酷的，危险的"",""凶恶的，恶毒的：desire to inflict；猛烈的：violence or ferocity""],""gre3000"":[""凶恶的，恶毒的""]}","'vɪʃəs","'vɪʃəs","cet6 | kaoyan2024 | ielts | toefl | sat | gre1500 | gre3000","relation","因果与关系 › 原因·结果·连接 › vicious","0.2","true"
"lace","网眼花边，透孔织品；鞋带，系带 (n.) | 用系带束紧 (vt.)","{""cet6"":[""网眼花边，透孔织品；鞋带，系带 (n.)"",""用系带束紧 (vt.)""],""tem4"":[""花边；鞋带；饰带；少量烈酒"",""饰以花边；结带子""],""toefl"":[""用带子束紧"",""蕾丝；缎带；鞋带，系带""]}","les","leɪs","cet6 | tem4 | toefl","economy","经济与资源 › 经济·工作·资源 › lace","0.2","true"
"gorgeous","华丽的， 灿烂的， 绚丽的； 令人十分愉快的， 极好的 (adj.)","{""cet6"":[""华丽的， 灿烂的， 绚丽的； 令人十分愉快的， 极好的 (adj.)""],""tem4"":[""华丽的，灿烂的；极好的""],""ielts"":[""华丽的； 极好的""],""toefl"":[""漂亮的； 令人愉快的； 华丽的， 灿烂的""]}","'ɡɔrdʒəs","'gɔːdʒəs","cet6 | tem4 | ielts | toefl","quantity","程度·范围·数量 › 数量·范围·程度 › gorgeous","0.2","true"
"erosion","腐蚀， 侵蚀， 磨损； 削弱， 减少 (n.)","{""cet6"":[""腐蚀， 侵蚀， 磨损； 削弱， 减少 (n.)""],""ielts"":[""腐蚀； 磨损""],""toefl"":[""腐蚀， 侵蚀； 削弱， 减少""],""sat"":[""腐蚀， 磨损， 侵蚀； 削弱， 减少""]}","ɪ'roʒən","ɪ'rəuʒn","cet6 | ielts | toefl | sat","quantity","程度·范围·数量 › 数量·范围·程度 › erosion","0.2","true"
"ascend","渐渐上升，升高 (vi.) | 攀登， 登上 (vt.)","{""cet6"":[""渐渐上升，升高 (vi.)"",""攀登， 登上 (vt.)""],""tem4"":[""上升；登高；追溯""],""ielts"":[""攀登； 上升， 升高""],""toefl"":[""上升， 升高； 攀登""]}","ə'sɛnd","ə'send","cet6 | tem4 | ielts | toefl","time","时间与过程 › 时间·顺序·过程 › ascend","0.67","false"
"embody","代表， 表现， 体现； 包括； 包含； 收录 (vt.)","{""cet6"":[""代表， 表现， 体现； 包括； 包含； 收录 (vt.)""],""kaoyan2024"":[""vt.体现，使具体化；具体表达""],""ielts"":[""表达， 体现； 具体表现， 使具体化； 包括， 包含""],""toefl"":[""表达， 体现； 含有""],""sat"":[""体现， 使具体化""]}","ɪm'bɑdi","ɪm'bɒdi","cet6 | kaoyan2024 | ielts | toefl | sat","control","控制与影响 › 控制·管理·影响 › embody","0.2","true"
"envisage","想象， 设想 (vt.)","{""cet6"":[""想象， 设想 (vt.)""],""tem4"":[""正视，面对；想像""],""kaoyan2024"":[""vt.正视，面对；想像""],""ielts"":[""展望， 想象； 面对""]}","ɪn'vɪzɪdʒ","ɪn'vɪzɪdʒ","cet6 | tem4 | kaoyan2024 | ielts","time","时间与过程 › 时间·顺序·过程 › envisage","0.2","true"
"marginal","微小的， 少量的； 不重要的； 仅以微弱多数票获胜的； 记在页边的， 有旁注的 (adj.)","{""cet6"":[""微小的， 少量的； 不重要的； 仅以微弱多数票获胜的； 记在页边的， 有旁注的 (adj.)""],""kaoyan2024"":[""adj.边缘的；临界的；末端的""],""gre1500"":[""a.书页空白处的；不重要的"",""边缘的：near a border；不重要的：not of central importance""],""gre3000"":[""不重要的""]}","'mɑrdʒɪnl","'mɑːdʒɪnl","cet6 | kaoyan2024 | gre1500 | gre3000","change","变化与发展 › 变化·增长·演进 › marginal","0.2","true"
"pasture","牧草地，牧场 (n.) | 放牧 (vt.)","{""cet6"":[""牧草地，牧场 (n.)"",""放牧 (vt.)""],""tem4"":[""草地；牧场；牧草"",""放牧；吃草""],""ielts"":[""牧场，草原"",""放牧""],""toefl"":[""牧场，草原；""]}","'pæstʃɚ","'pɑːstʃə","cet6 | tem4 | ielts | toefl","control","控制与影响 › 控制·管理·影响 › pasture","0.2","true"
"versatile","多才多艺的， 有多种技能的； 有多种用途的， 多功能的， 万用的 (adj.)","{""cet6"":[""多才多艺的， 有多种技能的； 有多种用途的， 多功能的， 万用的 (adj.)""],""tem4"":[""多才多艺的；通用的，万能的；多面手的""],""ielts"":[""多才多艺的， 多面手的； 多用途的， 通用的""],""toefl"":[""多才多艺的； 多用途的""],""sat"":[""通用的， 万用的； 多才多艺的， 多方面的""],""gre1500"":[""a.多才多艺的；多用途的"",""多才多艺的，全能的：different things；易改变的：fluctuating readily""],""gre3000"":[""多才多艺的，全能的""]}","'vɝsətl","'vɜːsətaɪl","cet6 | tem4 | ielts | toefl | sat | gre1500 | gre3000","change","变化与发展 › 变化·增长·演进 › versatile","0.2","true"
"versus","以…为对手， 对； 与…相对， 与…相比之下 (prep.)","{""cet6"":[""以…为对手， 对； 与…相对， 与…相比之下 (prep.)""],""tem4"":[""对；与相对；对抗""],""kaoyan2024"":[""prep.对；与...相对；对抗""],""ielts"":[""与…相对， 对抗""],""toefl"":[""对， 对抗； 与…相对， 与…相比""]}","'vɝsəs","'vɜːsəs","cet6 | tem4 | kaoyan2024 | ielts | toefl","society","社会与个体 › 社会·群体·个体 › versus","0.2","true"
"permissible","可允许的， 许可的 (adj.)","{""cet6"":[""可允许的， 许可的 (adj.)""]}","pɚ'mɪsəbl","pə'mɪsəbl","cet6","state","状态与存在 › 状态·属性·存在 › permissible","0.2","true"
"splash","溅，泼 (v.) | 溅泼声； 溅出的水； 斑点 (n.)","{""cet6"":[""溅，泼 (v.)"",""溅泼声； 溅出的水； 斑点 (n.)""],""tem4"":[""溅，泼；用使液体飞溅"",""飞溅的水；污点；卖弄""],""ielts"":[""溅； 泼""],""toefl"":[""溅， 泼"",""重点文章；溅上的液体；斑点""]}","splæʃ","splæʃ","cet6 | tem4 | ielts | toefl","change","变化与发展 › 变化·增长·演进 › splash","0.2","true"
"inject","注射， 给…注射； 注入， 引入， 投入 (vt.)","{""cet6"":[""注射， 给…注射； 注入， 引入， 投入 (vt.)""],""tem4"":[""注入；注射""],""kaoyan2024"":[""vt.注入；注射""],""ielts"":[""注射； 注入， 灌输""],""toefl"":[""注射； 注入， 灌输； 投入""],""sat"":[""注射， 注入""]}","ɪn'dʒɛkt","ɪn'dʒekt","cet6 | tem4 | kaoyan2024 | ielts | toefl | sat","expression","表达与观点 › 语言·观点·交流 › inject","0.2","true"
"romance","恋爱， 恋爱关系； 浪漫气氛， 传奇色彩； 爱情小说， 传奇故事 (n.)","{""cet6"":[""恋爱， 恋爱关系； 浪漫气氛， 传奇色彩； 爱情小说， 传奇故事 (n.)""],""ielts"":[""恋爱； 浪漫爱情； 爱情小说， 传奇故事""]}","ro'mæns","rəu'mæns","cet6 | ielts","economy","经济与资源 › 经济·工作·资源 › romance","0.2","true"
"atlas","地图集 (n.)","{""cet6"":[""地图集 (n.)""],""tem4"":[""地图集；寰椎""]}","","'ætləs","cet6 | tem4","action","行动与选择 › 行动·选择·执行 › atlas","0.2","true"
"hamper","妨碍，阻挠 | 妨碍，束缚，限制 (vt.) | 大篮子 (n.)","{""cet6"":[""妨碍，束缚，限制 (vt.)"",""大篮子 (n.)""],""kaoyan2024"":[""n.食盒，食篮；阻碍物vt.妨碍；束缚；使困累""],""ielts"":[""妨碍，阻挠"",""有盖的大篮子； 盒装食物""],""toefl"":[""妨碍，阻挠"",""大篮子""],""sat"":[""妨碍， 阻碍""],""gre1500"":[""v.妨碍，阻挠；n.有盖提篮"",""阻碍：restrict the movement, impede""],""gre3000"":[""阻碍""],""bec2"":[""妨碍；束缚；使困累"",""食盒，食篮；阻碍物""]}","'hæmpɚ","'hæmpə","cet6 | kaoyan2024 | ielts | toefl | sat | gre1500 | gre3000 | bec2","action","行动与选择 › 行动·选择·执行 › hamper","0.67","false"
"motel","汽车旅馆 (n.)","{""cet6"":[""汽车旅馆 (n.)""],""tem4"":[""汽车旅馆""]}","mo'tɛl","məu'tel","cet6 | tem4","action","行动与选择 › 行动·选择·执行 › motel","0.2","true"
"exaggeration","夸张； 夸大之词 (n.)","{""cet6"":[""夸张； 夸大之词 (n.)""],""kaoyan2024"":[""n.夸张；夸大之词；夸张的手法""]}","ɪɡ,zædʒə'reʃən","ɪgˌzædʒə'reɪʃn","cet6 | kaoyan2024","judgment","判断与评价 › 判断·价值·评价 › exaggeration","0.2","true"
"peg","小钉，栓，挂物钉；桩 (n.) | 用钉子钉， 用钉固定； 限定； 将…看成， 将…归入 (vt.)","{""cet6"":[""小钉，栓，挂物钉；桩 (n.)"",""用钉子钉， 用钉固定； 限定； 将…看成， 将…归入 (vt.)""],""tem4"":[""钉；桩；借口；琴栓"",""限制；钉木钉"",""越往下端越细的""]}","pɛɡ","peg","cet6 | tem4","control","控制与影响 › 控制·管理·影响 › peg","0.2","true"
"decisive","决定性的； 果断的 | 决定性的； 坚定的， 果断的， 决断的 (adj.)","{""cet6"":[""决定性的； 坚定的， 果断的， 决断的 (adj.)""],""tem4"":[""决定性的；果断的，坚定的""],""kaoyan2024"":[""adj.决定性的；果断的，坚定的""],""ielts"":[""决定性的； 果断的""],""toefl"":[""决定性的； 果断的""],""sat"":[""决定性的""]}","dɪ'saɪsɪv","dɪ'saɪsɪv","cet6 | tem4 | kaoyan2024 | ielts | toefl | sat","control","控制与影响 › 控制·管理·影响 › decisive","0.2","true"
"concise","简明的， 简要的 (adj.)","{""cet6"":[""简明的， 简要的 (adj.)""],""tem4"":[""简明的，简洁的""],""toefl"":[""简明的， 简练的""],""gre1500"":[""a.简洁的"",""简洁的：brevity""]}","kən'saɪs","kən'saɪs","cet6 | tem4 | toefl | gre1500","society","社会与个体 › 社会·群体·个体 › concise","0.2","true"
